"","X1","X2","X4","X6","X8","NRM","UPC","INDEPENDENT","FDC","UFA","DP","PPP","SDP","JEEMA","PDP","CP","LDT","W","NA"
"7231",7231,"BUGIRI","BUKOOLI COUNTY CENTRAL","BULESA","IGGWE",NA,NA,"835 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7232",7232,"BUGIRI","BUKOOLI COUNTY CENTRAL","BULESA","IGGWE",NA,NA,NA,"71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7233",7233,"BUGIRI","BUKOOLI COUNTY CENTRAL","BULESA","IGGWE","376",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7234",7234,"BUGIRI","BUKOOLI COUNTY CENTRAL","BULESA","KITODHA","336",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7235",7235,"BUGIRI","BUKOOLI COUNTY CENTRAL","BULESA","KITODHA",NA,NA,NA,"545 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7236",7236,"BUGIRI","BUKOOLI COUNTY CENTRAL","BULESA","NAMASERE",NA,NA,NA,"258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7237",7237,"BUGIRI","BUKOOLI COUNTY CENTRAL","BULESA","NAMASERE","1061 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7238",7238,"BUGIRI","BUKOOLI COUNTY CENTRAL","BULESA","BULUWE",NA,NA,NA,"514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7239",7239,"BUGIRI","BUKOOLI COUNTY CENTRAL","BULESA","BULUWE","637 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7240",7240,"BUGIRI","BUKOOLI COUNTY CENTRAL","BULESA","BUWUNI TOWN BOARD",NA,NA,"205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7241",7241,"BUGIRI","BUKOOLI COUNTY CENTRAL","BULESA","BUWUNI TOWN BOARD",NA,NA,NA,"118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7242",7242,"BUGIRI","BUKOOLI COUNTY CENTRAL","BULESA","BUWUNI TOWN BOARD","500 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7243",7243,"BUGIRI","BUKOOLI COUNTY CENTRAL","BUWUNGA","BUSOWA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7244",7244,"BUGIRI","BUKOOLI COUNTY CENTRAL","BUWUNGA","KAVULE",NA,NA,NA,"195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7245",7245,"BUGIRI","BUKOOLI COUNTY CENTRAL","BUWUNGA","KAVULE",NA,NA,"96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7246",7246,"BUGIRI","BUKOOLI COUNTY CENTRAL","BUWUNGA","KAVULE","269 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7247",7247,"BUGIRI","BUKOOLI COUNTY CENTRAL","BUWUNGA","KAVULE",NA,NA,NA,NA,NA,"86",NA,NA,NA,NA,NA,NA,NA,NA
"7248",7248,"BUGIRI","BUKOOLI COUNTY CENTRAL","BUWUNGA","MAGOOLA",NA,NA,NA,"274",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7249",7249,"BUGIRI","BUKOOLI COUNTY CENTRAL","BUWUNGA","MAGOOLA","634 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7250",7250,"BUGIRI","BUKOOLI COUNTY CENTRAL","BUWUNGA","LUWOKO","496 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7251",7251,"BUGIRI","BUKOOLI COUNTY CENTRAL","BUWUNGA","LUWOKO",NA,NA,NA,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7252",7252,"BUGIRI","BUKOOLI COUNTY CENTRAL","BUWUNGA","LUWOKO",NA,NA,"304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7253",7253,"BUGIRI","BUKOOLI COUNTY CENTRAL","BUWUNGA","NAWANDHUKI","311 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7254",7254,"BUGIRI","BUKOOLI COUNTY CENTRAL","BUWUNGA","NAWANDHUKI",NA,NA,"224",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7255",7255,"BUGIRI","BUKOOLI COUNTY CENTRAL","BUWUNGA","NAMBALE","275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7256",7256,"BUGIRI","BUKOOLI COUNTY CENTRAL","BUWUNGA","NAMBALE",NA,NA,NA,"337 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7257",7257,"BUGIRI","BUKOOLI COUNTY CENTRAL","BUWUNGA","NAMBALE",NA,NA,NA,NA,NA,NA,"193",NA,NA,NA,NA,NA,NA,NA
"7258",7258,"BUGIRI","BUKOOLI COUNTY CENTRAL","BUWUNGA","BUSOGA",NA,NA,NA,"253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7259",7259,"BUGIRI","BUKOOLI COUNTY CENTRAL","BUWUNGA","BUSOGA","305 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7260",7260,"BUGIRI","BUKOOLI COUNTY CENTRAL","BUWUNGA","BUPALA","460 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7261",7261,"BUGIRI","BUKOOLI COUNTY CENTRAL","BUWUNGA","BUPALA",NA,NA,NA,"304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7262",7262,"BUGIRI","BUKOOLI COUNTY CENTRAL","BUWUNGA","BUBUGO","477 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7263",7263,"BUGIRI","BUKOOLI COUNTY CENTRAL","BUWUNGA","BUBUGO",NA,NA,NA,"219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7264",7264,"BUGIRI","BUKOOLI COUNTY CENTRAL","BUWUNGA","BUSOWA TOWN BOARD","282 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7265",7265,"BUGIRI","BUKOOLI COUNTY CENTRAL","BUWUNGA","BUSOWA TOWN BOARD",NA,NA,NA,"213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7266",7266,"BUGIRI","BUKOOLI COUNTY CENTRAL","BUWUNGA","BUSOWA TOWN BOARD",NA,NA,"41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7267",7267,"BUGIRI","BUKOOLI COUNTY CENTRAL","MUTERERE","KAYOGERA","816 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7268",7268,"BUGIRI","BUKOOLI COUNTY CENTRAL","MUTERERE","KAYOGERA",NA,NA,NA,"409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7269",7269,"BUGIRI","BUKOOLI COUNTY CENTRAL","MUTERERE","MUTERERE","480 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7270",7270,"BUGIRI","BUKOOLI COUNTY CENTRAL","MUTERERE","MUTERERE",NA,NA,NA,"309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7271",7271,"BUGIRI","BUKOOLI COUNTY CENTRAL","MUTERERE","BULULU",NA,NA,NA,"251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7272",7272,"BUGIRI","BUKOOLI COUNTY CENTRAL","MUTERERE","BULULU","783 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7273",7273,"BUGIRI","BUKOOLI COUNTY CENTRAL","MUTERERE","KITUMBA","778 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7274",7274,"BUGIRI","BUKOOLI COUNTY CENTRAL","MUTERERE","KITUMBA",NA,NA,NA,"475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7275",7275,"BUGIRI","BUKOOLI COUNTY CENTRAL","MUTERERE","MUTERERE TOWN BOARD",NA,NA,NA,"319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7276",7276,"BUGIRI","BUKOOLI COUNTY CENTRAL","MUTERERE","MUTERERE TOWN BOARD","365 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7277",7277,"BUGIRI","BUKOOLI COUNTY CENTRAL","NANKOMA","NAMAKOKO",NA,NA,NA,"288",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7278",7278,"BUGIRI","BUKOOLI COUNTY CENTRAL","NANKOMA","NAMAKOKO","652 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7279",7279,"BUGIRI","BUKOOLI COUNTY CENTRAL","NANKOMA","NANKOMA",NA,NA,"397",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7280",7280,"BUGIRI","BUKOOLI COUNTY CENTRAL","NANKOMA","NANKOMA","424 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7281",7281,"BUGIRI","BUKOOLI COUNTY CENTRAL","NANKOMA","MATOVU",NA,NA,NA,"317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7282",7282,"BUGIRI","BUKOOLI COUNTY CENTRAL","NANKOMA","MATOVU","654 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7283",7283,"BUGIRI","BUKOOLI COUNTY CENTRAL","NANKOMA","NSONO","478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7284",7284,"BUGIRI","BUKOOLI COUNTY CENTRAL","NANKOMA","NSONO",NA,NA,NA,"640 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7285",7285,"BUGIRI","BUKOOLI COUNTY CENTRAL","NANKOMA","MASITA",NA,NA,"259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7286",7286,"BUGIRI","BUKOOLI COUNTY CENTRAL","NANKOMA","MASITA",NA,NA,NA,"238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7287",7287,"BUGIRI","BUKOOLI COUNTY CENTRAL","NANKOMA","MASITA","482 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7288",7288,"BUGIRI","BUKOOLI COUNTY CENTRAL","NANKOMA","NANKOMA TOWN BOARD","1013 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7289",7289,"BUGIRI","BUKOOLI COUNTY CENTRAL","NANKOMA","NANKOMA TOWN BOARD",NA,NA,NA,"247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7290",7290,"BUGIRI","BUKOOLI COUNTY CENTRAL","BUDHAYA","BUDHAYA","772 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7291",7291,"BUGIRI","BUKOOLI COUNTY CENTRAL","BUDHAYA","BUDHAYA",NA,NA,NA,"383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7292",7292,"BUGIRI","BUKOOLI COUNTY CENTRAL","BUDHAYA","MAYUGE","1004 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7293",7293,"BUGIRI","BUKOOLI COUNTY CENTRAL","BUDHAYA","MAYUGE",NA,NA,NA,"590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7294",7294,"BUGIRI","BUKOOLI COUNTY CENTRAL","BUDHAYA","BUKATU","753 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7295",7295,"BUGIRI","BUKOOLI COUNTY CENTRAL","BUDHAYA","BUKATU",NA,NA,NA,"626",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7296",7296,"BUGIRI","BUKOOLI COUNTY CENTRAL","BUDHAYA","BUWOLYA","745 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7297",7297,"BUGIRI","BUKOOLI COUNTY CENTRAL","BUDHAYA","BUWOLYA",NA,NA,NA,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7298",7298,"BUGIRI","BUKOOLI COUNTY CENTRAL","BULIDHA","BULIDHA A",NA,NA,"744 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7299",7299,"BUGIRI","BUKOOLI COUNTY CENTRAL","BULIDHA","BULIDHA A","189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7300",7300,"BUGIRI","BUKOOLI COUNTY CENTRAL","BULIDHA","BULIDHA B","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7301",7301,"BUGIRI","BUKOOLI COUNTY CENTRAL","BULIDHA","WAKAWAKA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7302",7302,"BUGIRI","BUKOOLI COUNTY CENTRAL","BULIDHA","NABIGINGO",NA,NA,NA,"351 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7303",7303,"BUGIRI","BUKOOLI COUNTY CENTRAL","BULIDHA","NABIGINGO","272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7304",7304,"BUGIRI","BUKOOLI COUNTY CENTRAL","BULIDHA","MAKOMA","452 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7305",7305,"BUGIRI","BUKOOLI COUNTY CENTRAL","BULIDHA","MAKOMA",NA,NA,"324",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7306",7306,"BUGIRI","BUKOOLI COUNTY CENTRAL","BULIDHA","ISAKABISOLO","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7307",7307,"BUGIRI","BUKOOLI COUNTY NORTH","BUGIRI TOWN COUNCIL","NDIFAKULYA A WARD",NA,NA,"410 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7308",7308,"BUGIRI","BUKOOLI COUNTY NORTH","BUGIRI TOWN COUNCIL","NDIFAKULYA A WARD",NA,NA,"151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7309",7309,"BUGIRI","BUKOOLI COUNTY NORTH","BUGIRI TOWN COUNCIL","NDIFAKULYA A WARD",NA,NA,"214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7310",7310,"BUGIRI","BUKOOLI COUNTY NORTH","BUGIRI TOWN COUNCIL","NDIFAKULYA A WARD","360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7311",7311,"BUGIRI","BUKOOLI COUNTY NORTH","BUGIRI TOWN COUNCIL","NDIFAKULYA A WARD",NA,NA,NA,"93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7312",7312,"BUGIRI","BUKOOLI COUNTY NORTH","BUGIRI TOWN COUNCIL","NALUWERERE WARD",NA,NA,"603 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7313",7313,"BUGIRI","BUKOOLI COUNTY NORTH","BUGIRI TOWN COUNCIL","NALUWERERE WARD","561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7314",7314,"BUGIRI","BUKOOLI COUNTY NORTH","BUGIRI TOWN COUNCIL","NKUSI WARD","692",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7315",7315,"BUGIRI","BUKOOLI COUNTY NORTH","BUGIRI TOWN COUNCIL","NKUSI WARD",NA,NA,NA,"372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7316",7316,"BUGIRI","BUKOOLI COUNTY NORTH","BUGIRI TOWN COUNCIL","NKUSI WARD",NA,NA,"729 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7317",7317,"BUGIRI","BUKOOLI COUNTY NORTH","BUGIRI TOWN COUNCIL","BWOLE WARD",NA,NA,NA,"547 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7318",7318,"BUGIRI","BUKOOLI COUNTY NORTH","BUGIRI TOWN COUNCIL","BWOLE WARD",NA,NA,"258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7319",7319,"BUGIRI","BUKOOLI COUNTY NORTH","BUGIRI TOWN COUNCIL","BWOLE WARD","414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7320",7320,"BUGIRI","BUKOOLI COUNTY NORTH","BUGIRI TOWN COUNCIL","BWOLE WARD",NA,NA,"234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7321",7321,"BUGIRI","BUKOOLI COUNTY NORTH","BUGIRI TOWN COUNCIL","BWOLE WARD",NA,NA,"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7322",7322,"BUGIRI","BUKOOLI COUNTY NORTH","BULUGUYI","BUGAYI",NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7323",7323,"BUGIRI","BUKOOLI COUNTY NORTH","BULUGUYI","BUGAYI","437 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7324",7324,"BUGIRI","BUKOOLI COUNTY NORTH","BULUGUYI","BUGAYI",NA,NA,"339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7325",7325,"BUGIRI","BUKOOLI COUNTY NORTH","BULUGUYI","BUGAYI",NA,NA,"114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7326",7326,"BUGIRI","BUKOOLI COUNTY NORTH","BULUGUYI","BULUGUYI",NA,NA,NA,"395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7327",7327,"BUGIRI","BUKOOLI COUNTY NORTH","BULUGUYI","BULUGUYI","775 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7328",7328,"BUGIRI","BUKOOLI COUNTY NORTH","BULUGUYI","NSANGO","496",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7329",7329,"BUGIRI","BUKOOLI COUNTY NORTH","BULUGUYI","NSANGO",NA,NA,"503 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7330",7330,"BUGIRI","BUKOOLI COUNTY NORTH","BULUGUYI","MUWAYO",NA,NA,NA,"884",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7331",7331,"BUGIRI","BUKOOLI COUNTY NORTH","BULUGUYI","MUWAYO","1203 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7332",7332,"BUGIRI","BUKOOLI COUNTY NORTH","IWEMBA","BUGESO","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7333",7333,"BUGIRI","BUKOOLI COUNTY NORTH","KAPYANGA","BUGIRI A","352 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7334",7334,"BUGIRI","BUKOOLI COUNTY NORTH","KAPYANGA","BUGIRI A",NA,NA,"181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7335",7335,"BUGIRI","BUKOOLI COUNTY NORTH","KAPYANGA","KISEITAKA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7336",7336,"BUGIRI","BUKOOLI COUNTY NORTH","KAPYANGA","NAKAVULE",NA,NA,"262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7337",7337,"BUGIRI","BUKOOLI COUNTY NORTH","KAPYANGA","NAKAVULE",NA,NA,NA,"359 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7338",7338,"BUGIRI","BUKOOLI COUNTY NORTH","KAPYANGA","NAKAVULE","278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7339",7339,"BUGIRI","BUKOOLI COUNTY NORTH","KAPYANGA","NAMUKONGE",NA,NA,"754",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7340",7340,"BUGIRI","BUKOOLI COUNTY NORTH","KAPYANGA","NAMUKONGE","773 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7341",7341,"BUGIRI","BUKOOLI COUNTY NORTH","KAPYANGA","NDIFAKULYA","481 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7342",7342,"BUGIRI","BUKOOLI COUNTY NORTH","KAPYANGA","NDIFAKULYA",NA,NA,"111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7343",7343,"BUGIRI","BUKOOLI COUNTY NORTH","KAPYANGA","NDIFAKULYA",NA,NA,"273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7344",7344,"BUGIRI","BUKOOLI COUNTY NORTH","KAPYANGA","ISAGAZA",NA,NA,NA,"408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7345",7345,"BUGIRI","BUKOOLI COUNTY NORTH","KAPYANGA","ISAGAZA","481 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7346",7346,"BUGIRI","BUKOOLI COUNTY NORTH","KAPYANGA","BUGUNGA","755 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7347",7347,"BUGIRI","BUKOOLI COUNTY NORTH","KAPYANGA","BUGUNGA",NA,NA,NA,"399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7348",7348,"BUGIRI","BUKOOLI COUNTY NORTH","KAPYANGA","BUGUBO","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7349",7349,"BUGIRI","BUKOOLI COUNTY NORTH","KAPYANGA","NAMAYEMBA","680 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7350",7350,"BUGIRI","BUKOOLI COUNTY NORTH","KAPYANGA","NAMAYEMBA",NA,NA,NA,"199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7351",7351,"BUGIRI","BUKOOLI COUNTY NORTH","NABUKALU","BUTYABULE",NA,NA,NA,"452",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7352",7352,"BUGIRI","BUKOOLI COUNTY NORTH","NABUKALU","BUTYABULE","592 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7353",7353,"BUGIRI","BUKOOLI COUNTY NORTH","NABUKALU","ISEGERO","531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7354",7354,"BUGIRI","BUKOOLI COUNTY NORTH","NABUKALU","ISEGERO",NA,NA,NA,"535 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7355",7355,"BUGIRI","BUKOOLI COUNTY NORTH","NABUKALU","KASITA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7356",7356,"BUGIRI","BUKOOLI COUNTY NORTH","NABUKALU","NKAIZA","169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7357",7357,"BUGIRI","BUKOOLI COUNTY NORTH","NABUKALU","NKAIZA",NA,NA,"222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7358",7358,"BUGIRI","BUKOOLI COUNTY NORTH","NABUKALU","NKAIZA",NA,NA,"280 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7359",7359,"BUGIRI","BUKOOLI COUNTY NORTH","NABUKALU","WANGOBO",NA,NA,NA,"527 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7360",7360,"BUGIRI","BUKOOLI COUNTY NORTH","NABUKALU","WANGOBO","374",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7361",7361,"BUGIRI","BUKOOLI COUNTY NORTH","NABUKALU","LWANIKA","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7362",7362,"BUGIRI","BUKOOLI COUNTY NORTH","NABUKALU","LWANIKA",NA,NA,"675 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7363",7363,"BUGIRI","BUKOOLI COUNTY NORTH","NABUKALU","NAKIVAMBA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7364",7364,"BUGIRI","BUKOOLI COUNTY NORTH","NABUKALU","BUBALYA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7365",7365,"BUGIRI","BUKOOLI COUNTY NORTH","NABUKALU","BUKUBANSIRI","549 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7366",7366,"BUGIRI","BUKOOLI COUNTY NORTH","NABUKALU","BUKUBANSIRI",NA,NA,"211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7367",7367,"BUSIA","SAMIA BUGWE COUNTY NORTH","BULUMBI","BULUMBI","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7368",7368,"BUSIA","SAMIA BUGWE COUNTY NORTH","BULUMBI","BUBANGO","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7369",7369,"BUSIA","SAMIA BUGWE COUNTY NORTH","BULUMBI","BUHOBE","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7370",7370,"BUSIA","SAMIA BUGWE COUNTY NORTH","BULUMBI","BUHUMI","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7371",7371,"BUSIA","SAMIA BUGWE COUNTY NORTH","BUSITEMA","BUSITEMA","536 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7372",7372,"BUSIA","SAMIA BUGWE COUNTY NORTH","BUSITEMA","BUSITEMA",NA,NA,"190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7373",7373,"BUSIA","SAMIA BUGWE COUNTY NORTH","BUSITEMA","BUSITEMA",NA,NA,NA,"105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7374",7374,"BUSIA","SAMIA BUGWE COUNTY NORTH","BUSITEMA","CHAWO","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7375",7375,"BUSIA","SAMIA BUGWE COUNTY NORTH","BUSITEMA","HABULEKE","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7376",7376,"BUSIA","SAMIA BUGWE COUNTY NORTH","BUSITEMA","SYANYONJA","636 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7377",7377,"BUSIA","SAMIA BUGWE COUNTY NORTH","BUSITEMA","SYANYONJA",NA,NA,NA,"191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7378",7378,"BUSIA","SAMIA BUGWE COUNTY NORTH","BUTEBA","BUTEBA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7379",7379,"BUSIA","SAMIA BUGWE COUNTY NORTH","BUTEBA","MAWERO",NA,NA,"182",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
