"","X1","X2","X4","X6","X8","NRM","UPC","INDEPENDENT","FDC","UFA","DP","PPP","SDP","JEEMA","PDP","CP","LDT","W","NA"
"2738",2738,"KALANGALA","BUJUMBA COUNTY","MUGOYE","KAGULUBE","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2739",2739,"KALANGALA","BUJUMBA COUNTY","MUGOYE","KAYUNGA","354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2740",2740,"KALANGALA","BUJUMBA COUNTY","MUGOYE","KAYUNGA",NA,NA,"543 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2741",2741,"KALANGALA","KYAMUSWA COUNTY","BUFUMIRA","BUFUMIRA",NA,NA,"160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2742",2742,"KALANGALA","KYAMUSWA COUNTY","BUFUMIRA","BUFUMIRA",NA,NA,NA,"212 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2743",2743,"KALANGALA","KYAMUSWA COUNTY","BUFUMIRA","LULAMBA NORTH",NA,NA,NA,"305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2744",2744,"KALANGALA","KYAMUSWA COUNTY","BUFUMIRA","LULAMBA NORTH",NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2745",2745,"KALANGALA","KYAMUSWA COUNTY","BUFUMIRA","LULAMBA NORTH",NA,NA,"227",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2746",2746,"KALANGALA","KYAMUSWA COUNTY","BUFUMIRA","LULAMBA NORTH","805 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2747",2747,"KALANGALA","KYAMUSWA COUNTY","BUFUMIRA","LULAMBA SOUTH",NA,NA,"165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2748",2748,"KALANGALA","KYAMUSWA COUNTY","BUFUMIRA","LULAMBA SOUTH",NA,NA,"221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2749",2749,"KALANGALA","KYAMUSWA COUNTY","BUFUMIRA","LULAMBA SOUTH",NA,NA,NA,"246 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2750",2750,"KALANGALA","KYAMUSWA COUNTY","BUBEKE","BUBEKE NORTH","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2751",2751,"KALANGALA","KYAMUSWA COUNTY","BUBEKE","JAANA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2752",2752,"KALANGALA","KYAMUSWA COUNTY","BUBEKE","BUBEKE SOUTH",NA,NA,NA,"126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2753",2753,"KALANGALA","KYAMUSWA COUNTY","BUBEKE","BUBEKE SOUTH","295 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2754",2754,"KALANGALA","KYAMUSWA COUNTY","KYAMUSWA","BUWANGA",NA,NA,"113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2755",2755,"KALANGALA","KYAMUSWA COUNTY","KYAMUSWA","BUWANGA",NA,NA,"287 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2756",2756,"KALANGALA","KYAMUSWA COUNTY","KYAMUSWA","BUWANGA",NA,NA,"113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2757",2757,"KALANGALA","KYAMUSWA COUNTY","KYAMUSWA","BUZINGO NORTH","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2758",2758,"KALANGALA","KYAMUSWA COUNTY","KYAMUSWA","BUZINGO SOUTH","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2759",2759,"KALANGALA","KYAMUSWA COUNTY","MAZINGA","BUGGALA EAST","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2760",2760,"KALANGALA","KYAMUSWA COUNTY","MAZINGA","BUTULUME","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2761",2761,"KALANGALA","KYAMUSWA COUNTY","MAZINGA","BUGGALA WEST","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2762",2762,"NWOYA","NWOYA COUNTY","ALERO","KAL",NA,NA,NA,"287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2763",2763,"NWOYA","NWOYA COUNTY","ALERO","KAL","341 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2764",2764,"NWOYA","NWOYA COUNTY","ALERO","BWOBONAM","179",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2765",2765,"NWOYA","NWOYA COUNTY","ALERO","BWOBONAM",NA,NA,NA,NA,NA,"221 Winner",NA,NA,NA,NA,NA,NA,NA,NA
"2766",2766,"NWOYA","NWOYA COUNTY","ALERO","PAIBWOR",NA,NA,NA,"90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2767",2767,"NWOYA","NWOYA COUNTY","ALERO","PAIBWOR",NA,NA,NA,NA,NA,"123 Winner",NA,NA,NA,NA,NA,NA,NA,NA
"2768",2768,"NWOYA","NWOYA COUNTY","ALERO","PAIBWOR","294 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2769",2769,"NWOYA","NWOYA COUNTY","ALERO","PANGUR","200 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2770",2770,"NWOYA","NWOYA COUNTY","ALERO","PANGUR",NA,NA,NA,"87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2771",2771,"NWOYA","NWOYA COUNTY","ALERO","PANGUR",NA,NA,NA,NA,NA,"214 Winner",NA,NA,NA,NA,NA,NA,NA,NA
"2772",2772,"NWOYA","NWOYA COUNTY","ALERO","PANOKRAC","175 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2773",2773,"NWOYA","NWOYA COUNTY","ALERO","PANOKRAC",NA,NA,NA,NA,NA,"119",NA,NA,NA,NA,NA,NA,NA,NA
"2774",2774,"NWOYA","NWOYA COUNTY","ALERO","PANYABONO","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2775",2775,"NWOYA","NWOYA COUNTY","ANAKA (PAYIRA)","PABALI","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2776",2776,"NWOYA","NWOYA COUNTY","ANAKA (PAYIRA)","PANGORA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2777",2777,"NWOYA","NWOYA COUNTY","ANAKA (PAYIRA)","TODORA",NA,NA,NA,"176 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2778",2778,"NWOYA","NWOYA COUNTY","ANAKA (PAYIRA)","TODORA","135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2779",2779,"NWOYA","NWOYA COUNTY","ANAKA (PAYIRA)","YWAYA",NA,"194 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2780",2780,"NWOYA","NWOYA COUNTY","ANAKA (PAYIRA)","YWAYA",NA,NA,NA,"64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2781",2781,"NWOYA","NWOYA COUNTY","ANAKA (PAYIRA)","YWAYA","158 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2782",2782,"NWOYA","NWOYA COUNTY","KOCH‐GOMA","AGONGA",NA,NA,NA,"43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2783",2783,"NWOYA","NWOYA COUNTY","KOCH‐GOMA","AGONGA",NA,NA,NA,NA,NA,"217 Winner",NA,NA,NA,NA,NA,NA,NA,NA
"2784",2784,"NWOYA","NWOYA COUNTY","KOCH‐GOMA","AGONGA","262 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2785",2785,"NWOYA","NWOYA COUNTY","KOCH‐GOMA","AMAR",NA,NA,NA,NA,NA,"155 Winner",NA,NA,NA,NA,NA,NA,NA,NA
"2786",2786,"NWOYA","NWOYA COUNTY","KOCH‐GOMA","AMAR","140 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2787",2787,"NWOYA","NWOYA COUNTY","KOCH‐GOMA","AMAR",NA,NA,NA,"53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2788",2788,"NWOYA","NWOYA COUNTY","KOCH‐GOMA","COO‐ROM",NA,NA,NA,"130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2789",2789,"NWOYA","NWOYA COUNTY","KOCH‐GOMA","COO‐ROM","172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2790",2790,"NWOYA","NWOYA COUNTY","KOCH‐GOMA","COO‐ROM",NA,NA,NA,NA,NA,"277 Winner",NA,NA,NA,NA,NA,NA,NA,NA
"2791",2791,"NWOYA","NWOYA COUNTY","KOCH‐GOMA","KAL","455 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2792",2792,"NWOYA","NWOYA COUNTY","KOCH‐GOMA","KAL",NA,NA,NA,"209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2793",2793,"NWOYA","NWOYA COUNTY","KOCH‐GOMA","KAL",NA,NA,"74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2794",2794,"NWOYA","NWOYA COUNTY","KOCH‐GOMA","LII","131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2795",2795,"NWOYA","NWOYA COUNTY","KOCH‐GOMA","LII",NA,"145 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2796",2796,"NWOYA","NWOYA COUNTY","KOCH‐GOMA","LII",NA,NA,NA,NA,NA,"117",NA,NA,NA,NA,NA,NA,NA,NA
"2797",2797,"NWOYA","NWOYA COUNTY","KOCH‐GOMA","ORUM",NA,NA,NA,NA,NA,"184 Winner",NA,NA,NA,NA,NA,NA,NA,NA
"2798",2798,"NWOYA","NWOYA COUNTY","KOCH‐GOMA","ORUM","128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2799",2799,"NWOYA","NWOYA COUNTY","KOCH‐GOMA","ORUM",NA,"140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2800",2800,"NWOYA","NWOYA COUNTY","KOCH‐GOMA","ORUM",NA,NA,NA,"141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2801",2801,"NWOYA","NWOYA COUNTY","PURONGO","LATORO",NA,NA,"51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2802",2802,"NWOYA","NWOYA COUNTY","PURONGO","LATORO","309 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2803",2803,"NWOYA","NWOYA COUNTY","PURONGO","LATORO",NA,NA,NA,NA,NA,"57",NA,NA,NA,NA,NA,NA,NA,NA
"2804",2804,"NWOYA","NWOYA COUNTY","PURONGO","LATORO",NA,NA,NA,"113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2805",2805,"NWOYA","NWOYA COUNTY","PURONGO","PAROMO",NA,"74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2806",2806,"NWOYA","NWOYA COUNTY","PURONGO","PAROMO","201 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2807",2807,"NWOYA","NWOYA COUNTY","PURONGO","PAROMO",NA,NA,NA,"114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2808",2808,"NWOYA","NWOYA COUNTY","PURONGO","PATIRA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2809",2809,"NWOYA","NWOYA COUNTY","PURONGO","PAWATOMERO",NA,NA,NA,"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2810",2810,"NWOYA","NWOYA COUNTY","PURONGO","PAWATOMERO",NA,NA,NA,NA,NA,"68",NA,NA,NA,NA,NA,NA,NA,NA
"2811",2811,"NWOYA","NWOYA COUNTY","PURONGO","PAWATOMERO","315 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2812",2812,"NWOYA","NWOYA COUNTY","PURONGO","PABIT","260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2813",2813,"NWOYA","NWOYA COUNTY","PURONGO","PABIT",NA,NA,NA,"409 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2814",2814,"NWOYA","NWOYA COUNTY","NWOYA TOWN COUNCIL","OGOM WARD",NA,NA,NA,NA,NA,"87",NA,NA,NA,NA,NA,NA,NA,NA
"2815",2815,"NWOYA","NWOYA COUNTY","NWOYA TOWN COUNCIL","OGOM WARD",NA,NA,NA,"160 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2816",2816,"NWOYA","NWOYA COUNTY","NWOYA TOWN COUNCIL","OGOM WARD","152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2817",2817,"NWOYA","NWOYA COUNTY","NWOYA TOWN COUNCIL","AKAGO WARD","111 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2818",2818,"NWOYA","NWOYA COUNTY","NWOYA TOWN COUNCIL","AKAGO WARD",NA,NA,NA,NA,NA,"90",NA,NA,NA,NA,NA,NA,NA,NA
"2819",2819,"NWOYA","NWOYA COUNTY","NWOYA TOWN COUNCIL","LABYEI WARD","54 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2820",2820,"NWOYA","NWOYA COUNTY","NWOYA TOWN COUNCIL","LABYEI WARD",NA,NA,NA,NA,NA,"46",NA,NA,NA,NA,NA,NA,NA,NA
"2821",2821,"AGAGO","AGAGO COUNTY","ADILANG","LABWA",NA,NA,NA,"112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2822",2822,"AGAGO","AGAGO COUNTY","ADILANG","LABWA",NA,NA,"342 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2823",2823,"AGAGO","AGAGO COUNTY","ADILANG","LABWA","186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2824",2824,"AGAGO","AGAGO COUNTY","ADILANG","LALAL","166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2825",2825,"AGAGO","AGAGO COUNTY","ADILANG","LALAL",NA,NA,NA,"353 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2826",2826,"AGAGO","AGAGO COUNTY","ADILANG","NGEKIDI","187",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2827",2827,"AGAGO","AGAGO COUNTY","ADILANG","NGEKIDI",NA,NA,NA,"263 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2828",2828,"AGAGO","AGAGO COUNTY","ADILANG","ORINA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2829",2829,"AGAGO","AGAGO COUNTY","ADILANG","KULAKA",NA,NA,NA,"132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2830",2830,"AGAGO","AGAGO COUNTY","ADILANG","KULAKA",NA,NA,"83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2831",2831,"AGAGO","AGAGO COUNTY","ADILANG","KULAKA","381 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2832",2832,"AGAGO","AGAGO COUNTY","ADILANG","LAPYEM","201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2833",2833,"AGAGO","AGAGO COUNTY","ADILANG","LAPYEM",NA,NA,NA,"395 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2834",2834,"AGAGO","AGAGO COUNTY","ADILANG","LIGILIGI","288 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2835",2835,"AGAGO","AGAGO COUNTY","ADILANG","LIGILIGI",NA,NA,NA,"187",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2836",2836,"AGAGO","AGAGO COUNTY","LAPONO","LIRA‐KAKET",NA,NA,NA,"228",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2837",2837,"AGAGO","AGAGO COUNTY","LAPONO","LIRA‐KAKET","588 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2838",2838,"AGAGO","AGAGO COUNTY","LAPONO","LIRA‐KATO","512",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2839",2839,"AGAGO","AGAGO COUNTY","LAPONO","LIRA‐KATO",NA,NA,NA,"612 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2840",2840,"AGAGO","AGAGO COUNTY","LAPONO","AMYEL",NA,NA,NA,"400 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2841",2841,"AGAGO","AGAGO COUNTY","LAPONO","AMYEL","303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2842",2842,"AGAGO","AGAGO COUNTY","LAPONO","OGOLE","237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2843",2843,"AGAGO","AGAGO COUNTY","LAPONO","OGOLE",NA,NA,NA,"324 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2844",2844,"AGAGO","AGAGO COUNTY","LAPONO","LAPONO‐MUK","354 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2845",2845,"AGAGO","AGAGO COUNTY","LAPONO","LAPONO‐MUK",NA,NA,NA,"189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2846",2846,"AGAGO","AGAGO COUNTY","LIRA‐PALWO","AGENGO",NA,NA,NA,"240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2847",2847,"AGAGO","AGAGO COUNTY","LIRA‐PALWO","AGENGO","342 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2848",2848,"AGAGO","AGAGO COUNTY","LIRA‐PALWO","OMONGO","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2849",2849,"AGAGO","AGAGO COUNTY","LIRA‐PALWO","LUTOME","209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2850",2850,"AGAGO","AGAGO COUNTY","LIRA‐PALWO","LUTOME",NA,NA,NA,"500 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2851",2851,"AGAGO","AGAGO COUNTY","LIRA‐PALWO","LANYIRINYIRI","360 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2852",2852,"AGAGO","AGAGO COUNTY","LIRA‐PALWO","LANYIRINYIRI",NA,NA,NA,"193",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2853",2853,"AGAGO","AGAGO COUNTY","LIRA‐PALWO","ADEMI","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2854",2854,"AGAGO","AGAGO COUNTY","LOKOLE","KITENY","190 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2855",2855,"AGAGO","AGAGO COUNTY","LOKOLE","KITENY",NA,NA,"184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2856",2856,"AGAGO","AGAGO COUNTY","LOKOLE","KITENY",NA,NA,NA,"94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2857",2857,"AGAGO","AGAGO COUNTY","LOKOLE","NGUDI",NA,NA,NA,"101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2858",2858,"AGAGO","AGAGO COUNTY","LOKOLE","NGUDI","174 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2859",2859,"AGAGO","AGAGO COUNTY","LOKOLE","OTUMPILI",NA,NA,NA,"107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2860",2860,"AGAGO","AGAGO COUNTY","LOKOLE","OTUMPILI","320 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2861",2861,"AGAGO","AGAGO COUNTY","LOKOLE","OLUNG","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2862",2862,"AGAGO","AGAGO COUNTY","LOKOLE","LADERE","158 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2863",2863,"AGAGO","AGAGO COUNTY","LOKOLE","LADERE",NA,NA,NA,NA,NA,"61",NA,NA,NA,NA,NA,NA,NA,NA
"2864",2864,"AGAGO","AGAGO COUNTY","LOKOLE","LADERE",NA,NA,NA,"134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2865",2865,"AGAGO","AGAGO COUNTY","LOKOLE","NGWERO","296 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2866",2866,"AGAGO","AGAGO COUNTY","LOKOLE","NGWERO",NA,NA,NA,"136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2867",2867,"AGAGO","AGAGO COUNTY","OMOT","ATECE",NA,NA,NA,"325 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2868",2868,"AGAGO","AGAGO COUNTY","OMOT","ATECE","232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2869",2869,"AGAGO","AGAGO COUNTY","OMOT","TENGE",NA,NA,NA,"314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2870",2870,"AGAGO","AGAGO COUNTY","OMOT","TENGE","618 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2871",2871,"AGAGO","AGAGO COUNTY","OMOT","AWONODWE","245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2872",2872,"AGAGO","AGAGO COUNTY","OMOT","AWONODWE",NA,"362 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2873",2873,"AGAGO","AGAGO COUNTY","OMOT","AWONODWE",NA,NA,NA,"63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2874",2874,"AGAGO","AGAGO COUNTY","OMOT","AWONODWE",NA,NA,"41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2875",2875,"AGAGO","AGAGO COUNTY","OMOT","LATINLING","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2876",2876,"AGAGO","AGAGO COUNTY","PAIMOL","MUTTO",NA,NA,NA,"320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2877",2877,"AGAGO","AGAGO COUNTY","PAIMOL","MUTTO","783 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2878",2878,"AGAGO","AGAGO COUNTY","PAIMOL","PACABOL","183",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2879",2879,"AGAGO","AGAGO COUNTY","PAIMOL","PACABOL",NA,NA,NA,"444 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2880",2880,"AGAGO","AGAGO COUNTY","PAIMOL","NGORA","314 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2881",2881,"AGAGO","AGAGO COUNTY","PAIMOL","NGORA",NA,NA,NA,"179",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2882",2882,"AGAGO","AGAGO COUNTY","PAIMOL","TAA",NA,"357 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2883",2883,"AGAGO","AGAGO COUNTY","PAIMOL","TAA","292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2884",2884,"AGAGO","AGAGO COUNTY","PARABONGO","PABALA","382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2885",2885,"AGAGO","AGAGO COUNTY","PARABONGO","PABALA",NA,NA,NA,"439 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2886",2886,"AGAGO","AGAGO COUNTY","PARABONGO","PARUMU","113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2887",2887,"AGAGO","AGAGO COUNTY","PARABONGO","PARUMU",NA,"118 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2888",2888,"AGAGO","AGAGO COUNTY","PARABONGO","PACER","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2889",2889,"AGAGO","AGAGO COUNTY","PARABONGO","PAKOR","66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2890",2890,"AGAGO","AGAGO COUNTY","PARABONGO","PAKOR",NA,"145 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2891",2891,"AGAGO","AGAGO COUNTY","PATONGO","LAKWA",NA,NA,NA,"281 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2892",2892,"AGAGO","AGAGO COUNTY","PATONGO","LAKWA","239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2893",2893,"AGAGO","AGAGO COUNTY","PATONGO","KAL",NA,NA,NA,"151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2894",2894,"AGAGO","AGAGO COUNTY","PATONGO","KAL","391 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2895",2895,"AGAGO","AGAGO COUNTY","PATONGO","LUKWANGOLE",NA,"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2896",2896,"AGAGO","AGAGO COUNTY","PATONGO","LUKWANGOLE","740 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2897",2897,"AGAGO","AGAGO COUNTY","PATONGO","LUKWANGOLE",NA,NA,NA,"68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2898",2898,"AGAGO","AGAGO COUNTY","PATONGO","ODONGKIWINYO",NA,NA,NA,"148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2899",2899,"AGAGO","AGAGO COUNTY","PATONGO","ODONGKIWINYO","412 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2900",2900,"AGAGO","AGAGO COUNTY","WOL","PALUTI",NA,NA,NA,NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA
"2901",2901,"AGAGO","AGAGO COUNTY","WOL","PALUTI","122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2902",2902,"AGAGO","AGAGO COUNTY","WOL","PALUTI",NA,NA,NA,"156 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
